,Endereços,Identificador
2069,"""http://103.156.91.153/msdrive10/vbc.exe""","""url"""
2070,"""http://103.156.91.63/cloudprotect/vbc.exe""","""url"""
2071,"""http://103.156.91.63/filespace/vbc.exe""","""url"""
2072,"""http://103.156.91.63/winstream/vbc.exe""","""url"""
2073,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ad",
2074,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ad",
2075,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ad",
2076,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/dr",
2077,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/dr",
2078,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/dr",
2079,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/fa",
2080,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/fa",
2081,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/fa",
2082,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/in",
2083,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/in",
2084,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/in",
2085,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/li",
2086,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/li",
2087,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ne",
2088,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ne",
2089,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ne",
2090,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ne",
2091,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/pa",
2092,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/pa",
2093,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/pa",
2094,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/pr",
2095,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/pr",
2096,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/st",
2097,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/st",
2098,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/st",
2099,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/tw",
2100,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/tw",
2101,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/tw",
2102,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ve",
2103,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ve",
2104,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ve",
2105,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ya",
2106,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ya",
2107,"""http://103.157.253.194/HYfsgdknDioasjfADhaf/SocialPhish-master/sites/ya",
2108,"""http://103.167.84.230/datachecking/.csrss.exe""","""url"""
2109,"""http://103.167.92.57/__cloud2protect/vbc.exe""","""url"""
2110,"""http://103.167.92.57/365cloud/vbc.exe""","""url"""
2111,"""http://103.167.92.57/365space/vbc.exe""","""url"""
2112,"""http://103.167.92.57/airdrop/vbc.exe""","""url"""
2113,"""http://103.167.92.57/data_on_space/vbc.exe""","""url"""
2114,"""http://103.167.92.57/docline/vbc.exe""","""url"""
2115,"""http://103.167.92.57/spacedata/vbc.exe""","""url"""
2116,"""http://103.171.1.178/cloudprotect/vbc.exe""","""url"""
2117,"""http://103.184.16.165:46835/Mozi.a""","""url"""
2118,"""http://103.20.235.166/zecli.exe""","""url"""
2119,"""http://103.207.37.94/datachecking/.wininit.exe""","""url"""
2120,"""http://103.207.37.94/docline/.wininit.exe""","""url"""
2121,"""http://103.207.37.94/wndcloud/.wininit.exe""","""url"""
2122,"""http://103.207.39.170/goofy/sepat.exe""","""url"""
2123,"""http://103.207.39.170/try/fdz.exe""","""url"""
2124,"""http://103.237.100.98""","""url"""
2125,"""http://103.52.250.115:50933/Mozi.a""","""url"""
2126,"""http://103.89.89.198/airdrop/vbc.exe""","""url"""
2127,"""http://103.89.89.198/datachecking/vbc.exe""","""url"""
2128,"""http://103.89.89.198/gdrive/vbc.exe""","""url"""
2129,"""http://103.89.89.198/msdata_stream/vbc.exe""","""url"""
2130,"""http://103.89.89.198/wndcloud/vbc.exe""","""url"""
2131,"""http://103.94.127.58/jang.exe""","""url"""
2132,"""http://103.99.0.198/__cloud_for_file/.wininit.exe""","""url"""
2133,"""http://103.99.0.198/365space/.wininit.exe""","""url"""
2134,"""http://103.99.0.198/clouddoc/.wininit.exe""","""url"""
2135,"""http://103.99.0.198/cloudfile/.wininit.exe""","""url"""
2136,"""http://103.99.0.198/cloudprotect/.wininit.exe""","""url"""
2137,"""http://103.99.0.198/filespace/.wininit.exe""","""url"""
2138,"""http://104.131.58.204/beastmode/b3astmode.arm""","""url"""
2139,"""http://104.131.58.204/bins/sora.arm""","""url"""
2140,"""http://104.131.58.204/bins/sora.arm7""","""url"""
2141,"""http://104.131.58.204/bins/sora.x86""","""url"""
2142,"""http://104.168.173.244/start.html""","""url"""
2143,"""http://104.168.173.248/start.html""","""url"""
2144,"""http://104.168.33.12/200/vbc.exe""","""url"""
2145,"""http://104.168.33.12/750/vbc.exe""","""url"""
2146,"""http://104.168.33.12/800/vbc.exe""","""url"""
2147,"""http://104.168.33.12/900/vbc.exe""","""url"""
2148,"""http://104.168.33.121/700/vbc.exe""","""url"""
2149,"""http://104.168.33.25/50/vbc.exe""","""url"""
2150,"""http://104.168.33.25/800/vbc.exe""","""url"""
2151,"""http://104.168.33.25/bbc/vbc.exe""","""url"""
2152,"""http://104.168.33.25/gtb/vbc.exe""","""url"""
2153,"""http://104.168.33.25/ice/vbc.exe""","""url"""
2154,"""http://104.168.33.25/mof/moo.exe""","""url"""
2155,"""http://104.168.33.25/one/six.exe""","""url"""
2156,"""http://104.168.33.25/ss/ip.exe""","""url"""
2157,"""http://104.168.33.68/bb/key.exe""","""url"""
2158,"""http://104.168.33.68/gg/ccc.exe""","""url"""
2159,"""http://104.168.33.68/go/vbc.exe""","""url"""
2160,"""http://104.168.46.103/bins/arm""","""url"""
2161,"""http://104.168.46.103/bins/arm5""","""url"""
2162,"""http://104.168.46.103/bins/arm6""","""url"""
2163,"""http://104.168.46.103/bins/arm7""","""url"""
2164,"""http://104.168.46.103/bins/m68k""","""url"""
2165,"""http://104.168.46.103/bins/mips""","""url"""
2166,"""http://104.168.46.103/bins/mpsl""","""url"""
2167,"""http://104.168.46.103/bins/sh4""","""url"""
2168,"""http://104.168.46.103/bins/x86""","""url"""
2169,"""http://104.168.46.22/x-8.6-.Servers420""","""url"""
2170,"""http://104.168.96.111/x01/arm5""","""url"""
2171,"""http://104.168.96.111/x01/arm6""","""url"""
2172,"""http://104.168.96.111/x01/mips""","""url"""
2173,"""http://104.168.96.111/x01/mpsl""","""url"""
2174,"""http://104.168.96.111/x01/ppc""","""url"""
2175,"""http://104.21.24.241?""","""url"""
2176,"""http://104.21.85.76""","""url"""
2177,"""http://104.217.249.182/Bins/Anti.arm""","""url"""
2178,"""http://104.217.249.182/Bins/Anti.arm5""","""url"""
2179,"""http://104.217.249.182/Bins/Anti.arm6""","""url"""
2180,"""http://104.217.249.182/Bins/Anti.arm7""","""url"""
2181,"""http://104.217.249.182/Bins/Anti.m68k""","""url"""
2182,"""http://104.217.249.182/Bins/Anti.mips""","""url"""
2183,"""http://104.217.249.182/Bins/Anti.ppc""","""url"""
2184,"""http://104.217.249.182/Bins/Anti.sh4""","""url"""
2185,"""http://104.217.249.182/Bins/Anti.spc""","""url"""
2186,"""http://104.243.37.55/800/0987654321345678-REVISED_PI.exe""","""url"""
2187,"""http://104.243.37.55/900/vbc.exe""","""url"""
2188,"""http://104.243.37.55/king/NEW_ORDER.exe""","""url"""
2189,"""http://104.248.204.36/bins/sora.arm""","""url"""
2190,"""http://104.248.204.36/bins/sora.arm5""","""url"""
2191,"""http://104.248.204.36/bins/sora.arm6""","""url"""
2192,"""http://104.248.204.36/bins/sora.arm7""","""url"""
2193,"""http://104.248.204.36/bins/sora.m68k""","""url"""
2194,"""http://104.248.204.36/bins/sora.mips""","""url"""
2195,"""http://104.248.204.36/bins/sora.mpsl""","""url"""
2196,"""http://104.248.204.36/bins/sora.ppc""","""url"""
2197,"""http://104.248.204.36/bins/sora.sh4""","""url"""
2198,"""http://104.248.204.36/bins/sora.spc""","""url"""
2199,"""http://104.248.204.36/bins/sora.x86""","""url"""
2200,"""http://104.248.252.20/lmaoWTF/loligang.arm6""","""url"""
2201,"""http://104.248.252.20/lmaoWTF/loligang.sh4""","""url"""
2202,"""http://104.248.252.20/lmaoWTF/loligang.spc""","""url"""
2203,"""http://104.248.90.154/bins/sora.arm""","""url"""
2204,"""http://104.248.90.154/bins/sora.arm5""","""url"""
2205,"""http://104.248.90.154/bins/sora.arm6""","""url"""
2206,"""http://104.248.90.154/bins/sora.arm7""","""url"""
2207,"""http://104.248.90.154/bins/sora.i686""","""url"""
2208,"""http://104.248.90.154/bins/sora.m68k""","""url"""
2209,"""http://104.248.90.154/bins/sora.mips""","""url"""
2210,"""http://104.248.90.154/bins/sora.mpsl""","""url"""
2211,"""http://104.248.90.154/bins/sora.ppc""","""url"""
2212,"""http://104.248.90.154/bins/sora.sh4""","""url"""
2213,"""http://104.248.90.154/bins/sora.x86""","""url"""
2214,"""http://104.249.173.103/arc""","""url"""
2215,"""http://104.249.173.103/sh4""","""url"""
2216,"""http://104.249.173.103/spc""","""url"""
2217,"""http://107.151.126.80""","""url"""
2218,"""http://107.172.0.101/bins/arm""","""url"""
2219,"""http://107.172.0.101/bins/arm6""","""url"""
2220,"""http://107.172.0.101/bins/arm7""","""url"""
2221,"""http://107.172.0.101/bins/hoho.arm""","""url"""
2222,"""http://107.172.0.101/bins/hoho.arm5""","""url"""
2223,"""http://107.172.0.101/bins/hoho.arm6""","""url"""
2224,"""http://107.172.0.101/bins/hoho.arm7""","""url"""
2225,"""http://107.172.0.101/bins/hoho.m68k""","""url"""
2226,"""http://107.172.0.101/bins/hoho.mips""","""url"""
2227,"""http://107.172.0.101/bins/hoho.mpsl""","""url"""
2228,"""http://107.172.0.101/bins/hoho.ppc""","""url"""
2229,"""http://107.172.0.101/bins/hoho.sh4""","""url"""
2230,"""http://107.172.0.101/bins/hoho.spc""","""url"""
2231,"""http://107.172.0.101/bins/hoho.x86""","""url"""
2232,"""http://107.172.0.101/bins/m68k""","""url"""
2233,"""http://107.172.0.101/bins/mips""","""url"""
2234,"""http://107.172.0.101/bins/mipsel""","""url"""
2235,"""http://107.172.0.101/bins/sh4""","""url"""
2236,"""http://107.172.0.101/bins/x86""","""url"""
2237,"""http://107.172.0.101/zehir/z3hir.arm""","""url"""
2238,"""http://107.172.0.101/zehir/z3hir.arm5""","""url"""
2239,"""http://107.172.0.101/zehir/z3hir.arm6""","""url"""
2240,"""http://107.172.0.101/zehir/z3hir.arm7""","""url"""
2241,"""http://107.172.0.101/zehir/z3hir.m68k""","""url"""
2242,"""http://107.172.0.101/zehir/z3hir.mips""","""url"""
2243,"""http://107.172.0.101/zehir/z3hir.mpsl""","""url"""
2244,"""http://107.172.0.101/zehir/z3hir.ppc""","""url"""
2245,"""http://107.172.0.101/zehir/z3hir.sh4""","""url"""
2246,"""http://107.172.0.101/zehir/z3hir.spc""","""url"""
2247,"""http://107.172.0.101/zehir/z3hir.x86""","""url"""
2248,"""http://107.172.13.157/255/vbc.exe""","""url"""
2249,"""http://107.172.13.157/300/vbc.exe""","""url"""
2250,"""http://107.172.13.157/400/vbc.exe""","""url"""
2251,"""http://107.172.13.157/500/vbc.exe""","""url"""
2252,"""http://107.172.13.157/75/vbc.exe""","""url"""
2253,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.arm4""","""url"""
2254,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.arm5""","""url"""
2255,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.arm6""","""url"""
2256,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.arm7""","""url"""
2257,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.m68k""","""url"""
2258,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.mips""","""url"""
2259,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.mpsl""","""url"""
2260,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.ppc""","""url"""
2261,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.spc""","""url"""
2262,"""http://107.172.197.117/ayosuckyomum/buiodawbdawbuiopdw.x86""","""url"""
2263,"""http://107.172.197.117/Bins/Anti.arm""","""url"""
2264,"""http://107.172.197.117/Bins/Anti.arm6""","""url"""
2265,"""http://107.172.197.117/Bins/Anti.m68k""","""url"""
2266,"""http://107.172.197.117/Bins/Anti.mips""","""url"""
2267,"""http://107.172.197.117/Bins/Anti.mpsl""","""url"""
2268,"""http://107.172.197.117/Bins/Anti.ppc""","""url"""
2269,"""http://107.172.197.117/Bins/Anti.sh4""","""url"""
2270,"""http://107.172.197.117/Bins/Anti.spc""","""url"""
2271,"""http://107.172.197.117/Bins/Anti.x86""","""url"""
2272,"""http://107.172.197.117/bins/jew.arm""","""url"""
2273,"""http://107.172.197.117/bins/jew.arm5""","""url"""
2274,"""http://107.172.197.117/bins/jew.arm6""","""url"""
2275,"""http://107.172.197.117/bins/jew.arm7""","""url"""
2276,"""http://107.172.197.117/bins/jew.m68k""","""url"""
2277,"""http://107.172.197.117/bins/jew.mips""","""url"""
2278,"""http://107.172.197.117/bins/jew.mpsl""","""url"""
2279,"""http://107.172.197.117/bins/jew.ppc""","""url"""
2280,"""http://107.172.197.117/bins/jew.sh4""","""url"""
2281,"""http://107.172.197.117/bins/jew.spc""","""url"""
2282,"""http://107.172.197.117/bins/jew.x86""","""url"""
2283,"""http://107.172.197.117/bins/sora.arm""","""url"""
2284,"""http://107.172.197.117/bins/sora.arm5""","""url"""
2285,"""http://107.172.197.117/bins/sora.arm7""","""url"""
2286,"""http://107.172.197.117/bins/sora.m68k""","""url"""
2287,"""http://107.172.197.117/bins/sora.mips""","""url"""
2288,"""http://107.172.197.117/bins/sora.mpsl""","""url"""
2289,"""http://107.172.197.117/bins/sora.ppc""","""url"""
2290,"""http://107.172.197.117/bins/sora.sh4""","""url"""
2291,"""http://107.172.197.117/bins/sora.spc""","""url"""
2292,"""http://107.172.197.117/bins/sora.x86""","""url"""
2293,"""http://107.172.197.117/Pandoras_Box/pandora.arm""","""url"""
2294,"""http://107.172.197.117/Pandoras_Box/pandora.arm5""","""url"""
2295,"""http://107.172.197.117/Pandoras_Box/pandora.arm6""","""url"""
2296,"""http://107.172.197.117/Pandoras_Box/pandora.arm7""","""url"""
2297,"""http://107.172.197.117/Pandoras_Box/pandora.m68k""","""url"""
2298,"""http://107.172.197.117/Pandoras_Box/pandora.mips""","""url"""
2299,"""http://107.172.197.117/Pandoras_Box/pandora.mpsl""","""url"""
2300,"""http://107.172.197.117/Pandoras_Box/pandora.ppc""","""url"""
2301,"""http://107.172.197.117/Pandoras_Box/pandora.sh4""","""url"""
2302,"""http://107.172.197.117/Pandoras_Box/pandora.spc""","""url"""
2303,"""http://107.172.197.117/Pandoras_Box/pandora.x86""","""url"""
2304,"""http://107.172.73.137/dd/loader2.exe""","""url"""
2305,"""http://107.172.73.137/dd/loader4.exe""","""url"""
2306,"""http://107.172.75.142/gbc.exe""","""url"""
2307,"""http://107.172.75.142/j7a.exe""","""url"""
2308,"""http://107.172.75.153/400/vbc.exe""","""url"""
2309,"""http://107.172.75.159/PAGO111.exe""","""url"""
2310,"""http://107.172.76.143/abc/pppp.exe""","""url"""
2311,"""http://107.172.76.143/bin/MMgPaaTLnCEW9ld.exe""","""url"""
2312,"""http://107.172.76.143/new/Bl2zNxjTIzz4sIT.exe""","""url"""
2313,"""http://107.172.76.143/po/po%20kipo000903%20%20(%20kind122822%20).exe""",""""
2314,"""http://107.172.76.210/105/vbc.exe""","""url"""
2315,"""http://107.172.76.210/211/vbc.exe""","""url"""
2316,"""http://107.172.93.48/172/vbc.exe""","""url"""
2317,"""http://107.172.93.48/323/vbc.exe""","""url"""
2318,"""http://107.172.93.48/424/vbc.exe""","""url"""
2319,"""http://107.172.93.57/150/vbc.exe""","""url"""
2320,"""http://107.172.93.57/222/vbc.exe""","""url"""
2321,"""http://107.172.93.57/250/vbc.exe""","""url"""
2322,"""http://107.172.93.57/400/vbc.exe""","""url"""
2323,"""http://107.172.93.57/456/vbc.exe""","""url"""
2324,"""http://107.172.93.57/470/vbc.exe""","""url"""
2325,"""http://107.172.93.57/480/vbc.exe""","""url"""
2326,"""http://107.172.93.57/60/vbc.exe""","""url"""
2327,"""http://107.172.93.57/700/vbc.exe""","""url"""
2328,"""http://107.172.93.57/800/vbc.exe""","""url"""
2329,"""http://107.173.148.8/0x83911d24Fx.sh""","""url"""
2330,"""http://107.173.148.8/AkitaXss/bin.arm""","""url"""
2331,"""http://107.173.148.8/AkitaXss/bin.arm5""","""url"""
2332,"""http://107.173.148.8/AkitaXss/bin.arm6""","""url"""
2333,"""http://107.173.148.8/AkitaXss/bin.arm7""","""url"""
2334,"""http://107.173.148.8/AkitaXss/bin.m68k""","""url"""
2335,"""http://107.173.148.8/AkitaXss/bin.mips""","""url"""
2336,"""http://107.173.148.8/AkitaXss/bin.mpsl""","""url"""
2337,"""http://107.173.148.8/AkitaXss/bin.x86""","""url"""
2338,"""http://107.173.148.8/AkitaXss/bin.x86_64""","""url"""
2339,"""http://107.173.148.8/bins/Tsunami.arm""","""url"""
2340,"""http://107.173.148.8/bins/Tsunami.arm5""","""url"""
2341,"""http://107.173.148.8/bins/Tsunami.arm6""","""url"""
2342,"""http://107.173.148.8/bins/Tsunami.arm7""","""url"""
2343,"""http://107.173.148.8/bins/Tsunami.m68k""","""url"""
2344,"""http://107.173.148.8/bins/Tsunami.mips""","""url"""
2345,"""http://107.173.148.8/bins/Tsunami.mpsl""","""url"""
2346,"""http://107.173.148.8/bins/Tsunami.ppc""","""url"""
2347,"""http://107.173.148.8/bins/Tsunami.sh4""","""url"""
2348,"""http://107.173.148.8/bins/Tsunami.spc""","""url"""
2349,"""http://107.173.148.8/bins/Tsunami.x86""","""url"""
2350,"""http://107.173.148.8/d/xd.arm""","""url"""
2351,"""http://107.173.148.8/d/xd.arm5""","""url"""
2352,"""http://107.173.148.8/d/xd.arm6""","""url"""
2353,"""http://107.173.148.8/d/xd.arm7""","""url"""
2354,"""http://107.173.148.8/d/xd.m68k""","""url"""
2355,"""http://107.173.148.8/d/xd.mips""","""url"""
2356,"""http://107.173.148.8/d/xd.mpsl""","""url"""
2357,"""http://107.173.148.8/d/xd.ppc""","""url"""
2358,"""http://107.173.148.8/d/xd.sh4""","""url"""
2359,"""http://107.173.148.8/d/xd.spc""","""url"""
2360,"""http://107.173.148.8/d/xd.x86""","""url"""
2361,"""http://107.173.148.8/mirai.arm""","""url"""
2362,"""http://107.173.148.8/mirai.arm7""","""url"""
2363,"""http://107.173.191.123/order/winlogon.exe""","""url"""
2364,"""http://107.173.229.131/500/vbc.exe""","""url"""
2365,"""http://107.173.229.131/600/vbc.exe""","""url"""
2366,"""http://107.173.229.131/700/vbc.exe""","""url"""
2367,"""http://107.174.115.6""","""url"""
2368,"""http://107.174.138.146/100/vbc.exe""","""url"""
2369,"""http://107.174.138.146/49/vbc.exe""","""url"""
2370,"""http://107.174.138.146/50/vbc.exe""","""url"""
2371,"""http://107.174.138.146/60/vbc.exe""","""url"""
2372,"""http://107.174.138.146/90/vbc.exe""","""url"""
2373,"""http://107.174.138.181/120/vbc.exe""","""url"""
2374,"""http://107.174.138.181/130/vbc.exe""","""url"""
2375,"""http://107.174.138.181/230/vbc.exe""","""url"""
2376,"""http://107.174.138.181/330/vbc.exe""","""url"""
2377,"""http://107.174.138.181/90/vbc.exe""","""url"""
2378,"""http://107.174.176.165/Pandora.sh""","""url"""
2379,"""http://107.174.176.165/Pandoras_Box/pandora.arm""","""url"""
